Timestamp,Node_ID,Application,CPU_Utilization,Memory_Usage,Workload_Intensity,Network_Traffic,Storage_Utilization,Number_of_Requests,CPU_Temperature,Power_Consumption,Clock_Speed,Cache_Size,Number_of_Cores
2023-08-09 16:07:07,Node_3,Database,35.3004671135845,50.63168552331289,Low,200 Mbps,40%,1804,59.9122088064748,152.02742872473954,2.48,16,4
2023-08-09 15:23:14,Node_3,File Server,62.1879099952512,69.7262187105161,High,50 Mbps,90%,709,78.91487263973072,195.9158590024668,3.43,12,6
2023-08-09 09:12:29,Node_3,Database,30.029114093199087,58.648435717515376,Moderate,50 Mbps,90%,438,57.18400188190122,336.61814466334266,3.13,20,4
2023-08-09 08:58:03,Node_3,Analytics,42.43643001202388,75.17509370147476,High,200 Mbps,40%,1176,53.42031418976359,184.58523750033103,3.16,6,4
2023-08-09 12:22:53,Node_3,Database,57.81019458185579,51.62340891917284,High,20 Mbps,70%,1206,46.83582453016197,291.03112598430346,2.55,12,2
2023-08-09 16:11:35,Node_3,Web Server,87.91451005971834,77.09775821328694,High,200 Mbps,60%,321,72.79958760345346,234.3608685365674,2.04,6,8
2023-08-09 09:16:59,Node_3,Analytics,26.28204285244867,38.10626164165652,High,150 Mbps,90%,1097,48.33649597678935,205.49641562906035,2.9,8,2
2023-08-09 09:54:44,Node_3,AI Inference,24.300376200915323,56.42172221391924,High,100 Mbps,90%,1400,52.31621043292896,283.1357473948369,2.11,12,2
2023-08-09 17:18:14,Node_3,Analytics,63.44269788263404,49.1851982053215,High,150 Mbps,80%,1764,71.84191032581303,303.8021163175948,3.32,8,6
2023-08-09 14:49:33,Node_3,AI Inference,58.01749418300581,31.500263454276144,Moderate,20 Mbps,90%,1615,41.637785079439645,338.0362461954537,3.46,20,8
2023-08-09 16:27:44,Node_3,File Server,69.29475946833674,89.15827999103786,Moderate,20 Mbps,60%,1316,70.3903107428976,349.0273136815731,2.66,20,6
2023-08-09 12:51:52,Node_3,Web Server,49.75879961256972,33.84116951541235,Low,50 Mbps,60%,1318,67.55354809459455,333.65565337766884,2.63,16,4
2023-08-09 16:09:52,Node_3,AI Inference,71.76123028481467,41.279661918571335,High,100 Mbps,60%,686,63.68703032352049,155.28632821478777,3.34,6,2
2023-08-09 16:23:21,Node_3,Analytics,33.667817428980804,65.99944985457822,Moderate,150 Mbps,80%,1408,75.77270556467022,153.31998620692667,2.34,8,10
2023-08-09 09:12:29,Node_3,AI Inference,21.938746706499607,53.58626499418115,High,100 Mbps,80%,738,58.231718171232735,277.0181592497328,3.5,16,6
2023-08-09 09:42:24,Node_3,Database,86.27369757976604,79.38979823137998,Low,200 Mbps,80%,768,67.1413744785138,218.7027977498832,2.68,20,2
2023-08-09 14:48:20,Node_3,File Server,75.23233146702545,37.32268933431419,High,20 Mbps,90%,871,57.80803840686481,321.83075656385967,2.84,6,10
2023-08-09 16:39:53,Node_3,Web Server,30.587105485582555,89.24502870466641,High,200 Mbps,40%,1662,51.7567321407478,262.3611243537443,2.72,20,2
2023-08-09 10:51:21,Node_3,AI Inference,23.17735618180107,65.34987089752073,Moderate,200 Mbps,40%,817,61.05279254574053,267.50918209804195,3.26,6,8
2023-08-09 15:50:28,Node_3,AI Inference,74.2715057202273,53.41317736097287,High,100 Mbps,80%,1585,59.87202100851548,269.09763928513394,2.25,6,2
2023-08-09 15:18:50,Node_3,AI Inference,56.49602201075196,50.81215063271856,Low,200 Mbps,60%,442,70.98816918680586,313.30993571020326,2.82,12,8
2023-08-09 14:42:30,Node_3,AI Inference,28.01476855708521,72.20651400073353,Low,20 Mbps,80%,736,43.24853227511247,181.87375674063543,2.52,16,8
2023-08-09 09:03:57,Node_3,File Server,56.20893029344707,65.85294848217893,High,50 Mbps,90%,1669,55.50841822978248,303.5790665867878,2.96,6,6
2023-08-09 09:15:49,Node_3,AI Inference,42.23844826890483,86.54613382019298,Low,100 Mbps,60%,1928,76.95581448404596,299.0818251528524,2.36,6,2
2023-08-09 16:13:35,Node_3,Database,23.334099928475894,39.41264910614848,Moderate,150 Mbps,40%,1420,48.36161511111904,179.89582638285287,2.92,16,4
2023-08-09 10:25:45,Node_3,Analytics,34.31132251620576,47.486276910227055,High,20 Mbps,80%,703,56.74342179862903,226.790426743561,3.04,6,8
2023-08-09 10:44:30,Node_3,File Server,77.02520085978483,37.58598406925624,Low,100 Mbps,80%,840,77.36094452134978,339.05814072130124,3.31,8,2
2023-08-09 12:02:09,Node_3,Web Server,20.28822590011724,59.04674953466253,Moderate,50 Mbps,40%,1649,72.34283489461171,259.16429539177045,3.42,16,2
2023-08-09 08:31:40,Node_3,Web Server,34.344233563470894,33.373362615591006,Moderate,200 Mbps,40%,1305,72.0015135824234,171.07437315764562,2.21,16,10
2023-08-09 14:37:35,Node_3,Web Server,60.01047581785567,53.34351327166422,Low,100 Mbps,80%,743,50.69963318319692,262.0091171621217,2.98,6,6
2023-08-09 10:55:50,Node_3,Analytics,73.03657387393324,68.38486440921386,High,20 Mbps,40%,1825,64.80616849654501,258.7904336266736,2.93,6,10
2023-08-09 14:33:46,Node_3,Analytics,16.460987282196136,74.43048658049759,Moderate,150 Mbps,60%,1550,54.12138261172121,213.93232157230167,2.05,16,2
2023-08-09 12:55:44,Node_3,Web Server,49.594645401034455,57.038406650263056,Moderate,200 Mbps,80%,1882,46.75393360904085,271.37710628142776,2.04,6,8
2023-08-09 09:18:33,Node_3,File Server,84.65767976457344,78.9425282397616,High,20 Mbps,60%,1855,75.67171521400343,346.47594586541567,3.45,20,2
2023-08-09 09:55:07,Node_5,Database,21.20216343177812,52.42674254908123,High,50 Mbps,80%,983,74.23430021576621,174.6088118768907,2.61,20,10
2023-08-09 13:34:14,Node_5,Web Server,63.72408708355152,36.67401296731951,Moderate,200 Mbps,40%,809,58.293147028844174,188.3652912566534,3.41,20,2
2023-08-09 17:07:34,Node_5,Analytics,83.67309636925378,52.50902953922107,High,50 Mbps,40%,1276,58.180413108131525,336.6601441936033,3.44,12,4
2023-08-09 12:12:06,Node_5,Analytics,79.58839933799554,61.654951515381626,High,100 Mbps,90%,501,45.95299364129473,329.6808474656426,2.19,12,6
2023-08-09 08:31:47,Node_5,Database,48.17251207119919,76.83993602842752,Moderate,20 Mbps,90%,416,66.07960293047446,292.58888095779355,2.39,12,10
2023-08-09 10:34:38,Node_5,Database,66.57145142134776,37.657573711288464,Moderate,100 Mbps,60%,1535,68.91283231002271,327.8746375563788,2.21,6,2
2023-08-09 09:43:58,Node_5,AI Inference,28.92279055913268,67.07997790646013,High,200 Mbps,40%,1080,56.79309695688901,201.11079809144,3.33,8,8
2023-08-09 09:08:28,Node_5,AI Inference,59.68678818398548,87.33324735353362,High,20 Mbps,40%,881,49.28464485110637,328.53869464911315,3.31,12,8
2023-08-09 13:33:55,Node_5,AI Inference,27.00327433480532,66.97192854825845,High,150 Mbps,90%,1055,41.07148024527394,203.2427834866432,2.66,6,10
2023-08-09 09:25:57,Node_5,Analytics,68.39351057938717,64.37306578711342,Low,150 Mbps,40%,313,51.93226794555333,159.43985745644568,2.6,20,6
2023-08-09 16:23:23,Node_5,Analytics,20.6772633625672,38.52559233881372,Low,150 Mbps,40%,1504,60.66607725230094,253.0552507490525,3.37,8,2
2023-08-09 08:50:39,Node_5,Analytics,40.74251398333631,84.54469485402515,Moderate,200 Mbps,40%,1064,79.95229456801758,315.7808714863503,2.99,12,2
2023-08-09 14:57:13,Node_5,AI Inference,72.57971274328067,82.61834219305479,High,50 Mbps,70%,1389,64.9745865480677,225.91998540517005,3.39,12,4
2023-08-09 16:31:10,Node_5,Web Server,13.294225383573872,52.192119370377135,Moderate,200 Mbps,70%,1308,70.2429856943468,271.89483729703056,2.42,20,4
2023-08-09 13:06:32,Node_5,Database,45.34369715680141,73.03812909903203,Low,150 Mbps,60%,829,54.76449020858992,198.79866015474985,2.81,8,6
2023-08-09 08:40:39,Node_5,File Server,66.95968773216156,50.59262368302639,High,100 Mbps,70%,1522,48.427373511992926,185.54657036523903,2.66,12,8
2023-08-09 08:05:59,Node_5,File Server,25.42618633342637,83.13085624046411,Low,20 Mbps,70%,672,63.69266375661907,154.11519862519492,3.26,12,8
2023-08-09 09:48:48,Node_5,File Server,81.21211100014797,37.55871616579179,Low,150 Mbps,70%,442,71.09189961860322,219.9643172706286,2.74,6,2
2023-08-09 15:18:03,Node_5,Database,45.005073863173095,73.5030217363627,Moderate,50 Mbps,80%,1316,44.52174623852533,255.6190591648657,2.85,6,10
2023-08-09 15:15:11,Node_5,AI Inference,49.68756614036945,36.73145925606159,Low,200 Mbps,40%,372,43.39251283777304,156.81858130787984,2.49,12,2
2023-08-09 17:42:14,Node_5,Analytics,12.143300626021045,78.79552993576667,Low,20 Mbps,60%,1263,52.926555491275394,164.32583054654967,3.05,16,10
2023-08-09 10:42:41,Node_5,Database,15.245247269904729,68.39476934457593,Low,50 Mbps,60%,919,40.23810707769465,230.3949889336332,2.85,16,10
2023-08-09 12:29:55,Node_5,File Server,84.6821874543819,88.73562114884207,High,200 Mbps,80%,1289,51.78545938451741,229.977917304064,3.16,20,8
2023-08-09 13:14:41,Node_5,AI Inference,30.578605320890784,39.24641091007173,High,200 Mbps,60%,1356,66.97246095607696,211.40929689703296,3.1,6,4
2023-08-09 17:57:27,Node_5,Database,48.65370307779017,70.05324472040344,Moderate,20 Mbps,60%,447,40.795217982390085,304.56249501667213,3.39,8,8
2023-08-09 11:37:33,Node_5,AI Inference,12.120141736064918,55.49505324278382,High,50 Mbps,90%,1856,68.2989833342888,229.18918527402917,2.91,12,10
2023-08-09 17:27:21,Node_5,Web Server,14.30312096054358,47.33255953893927,Low,20 Mbps,70%,441,67.94874325049992,190.64076739106352,2.89,16,4
2023-08-09 16:10:22,Node_5,Web Server,18.5302474205535,80.90964009981452,Moderate,20 Mbps,60%,1464,41.45988426139712,159.81092721764392,3.5,12,6
2023-08-09 08:31:36,Node_5,AI Inference,47.34795875026687,70.0222432811754,High,150 Mbps,80%,626,74.51768734123618,247.49256193236124,2.73,20,6
2023-08-09 08:05:53,Node_5,Analytics,52.40048665424521,81.2988309260193,High,200 Mbps,70%,1461,62.0367043263515,248.24586553997648,3.08,8,6
2023-08-09 08:37:57,Node_5,Analytics,87.9771587499229,64.90990195535639,Moderate,100 Mbps,40%,233,53.70840183134257,280.8943151437554,3.37,12,10
2023-08-09 09:17:15,Node_5,File Server,27.62177185608149,89.5013981818773,Low,200 Mbps,70%,1655,44.961121490960544,198.1849634271317,3.0,20,8
2023-08-09 12:44:17,Node_5,File Server,19.108439072071803,38.9676015814596,Moderate,50 Mbps,90%,1303,45.80080138850309,287.29298200816066,2.03,20,6
2023-08-09 10:18:04,Node_5,AI Inference,69.06056230714753,47.69119592848898,Moderate,20 Mbps,60%,339,74.95620807653196,323.61188202011,2.07,20,8
2023-08-09 15:11:15,Node_5,Database,69.52705220018295,73.5023527888198,Low,100 Mbps,70%,1084,61.096405147132224,265.6367403030526,3.02,16,4
2023-08-09 14:21:41,Node_5,Analytics,33.73023409385628,59.85758983852931,Moderate,200 Mbps,80%,1060,67.08016428070158,282.34155208711786,3.22,6,6
2023-08-09 10:45:10,Node_5,Web Server,72.40495209588993,54.661540427620594,Moderate,20 Mbps,60%,430,63.52601653001486,333.3576584207375,3.13,20,4
2023-08-09 09:33:55,Node_5,AI Inference,53.45589062171235,56.69852239837601,Low,20 Mbps,70%,889,63.641299378934825,305.7628622037322,2.75,6,10
2023-08-09 09:16:59,Node_5,Web Server,26.175913337491,49.92870805614494,Moderate,150 Mbps,90%,246,41.279636746245785,177.04954346263995,3.06,12,8
2023-08-09 16:09:59,Node_5,Database,66.54169680504317,87.73188243558788,Moderate,150 Mbps,70%,1361,51.16122739925615,284.9842877395381,2.03,6,8
2023-08-09 11:22:34,Node_5,Analytics,65.13202566689554,82.18761112983944,Low,150 Mbps,60%,550,74.35756588794177,232.27023876956608,3.33,8,4
2023-08-09 10:01:03,Node_5,Analytics,15.407788542405996,70.98152385494896,Moderate,200 Mbps,70%,1253,77.29845461791354,312.5564373986616,3.1,16,4
2023-08-09 12:24:00,Node_5,Database,36.29867386908683,64.59996356101342,Low,100 Mbps,90%,1122,78.69313168253743,309.3203961922379,2.38,20,10
2023-08-09 09:42:33,Node_5,Web Server,67.14713400459053,43.91233483427625,Low,200 Mbps,60%,748,54.49605849552756,187.46068136578108,2.04,8,8
2023-08-09 14:54:22,Node_5,File Server,87.16062031521471,77.70723284025698,Low,100 Mbps,80%,1463,53.90912095923491,322.97288362205154,3.35,8,4
2023-08-09 14:02:11,Node_5,File Server,47.57983620240008,57.70540827695656,High,200 Mbps,70%,1397,45.07138805405138,159.24137889609722,3.46,6,6
2023-08-09 12:19:21,Node_5,Database,45.56112906163261,36.517475039815146,High,20 Mbps,70%,1476,41.92723160101168,281.7968910828606,2.17,20,4
2023-08-09 17:28:52,Node_5,File Server,46.61900775348072,45.949749421624,Low,100 Mbps,90%,685,53.70631707993788,335.30245810709016,3.11,6,2
2023-08-09 13:54:27,Node_5,AI Inference,70.15822579320411,66.69639302899122,High,50 Mbps,60%,1646,64.70594418869719,194.939057007076,2.79,16,10
2023-08-09 11:56:09,Node_5,File Server,66.94257129591499,75.88476984513665,High,100 Mbps,70%,949,54.064374145019485,182.57079285655692,3.31,8,6
2023-08-09 17:32:05,Node_5,Web Server,39.70999786986849,80.36816122024464,Low,50 Mbps,40%,1609,75.1084210997171,186.14723342891895,2.21,20,2
2023-08-09 14:50:16,Node_5,AI Inference,31.92406830067644,46.46530830358188,High,50 Mbps,90%,1933,65.84369516906399,188.72405659574488,2.56,8,4
2023-08-09 13:34:44,Node_5,File Server,10.202681375725424,35.57651288019753,High,200 Mbps,40%,1845,50.63434640407493,159.323466536697,2.45,8,10
2023-08-09 12:22:11,Node_5,Web Server,47.95601457733132,60.29403178551567,Low,20 Mbps,70%,879,61.13929007349304,345.25698350443065,2.09,20,6
2023-08-09 08:05:44,Node_5,Database,60.55489150672267,49.606676340045226,Moderate,50 Mbps,90%,1327,60.30062060012448,270.1686542221562,2.33,20,8
2023-08-09 09:48:48,Node_5,Analytics,45.301434101892326,47.51893230571988,High,150 Mbps,60%,1771,43.48323084023959,156.23822838683478,3.48,16,8
2023-08-09 14:22:41,Node_5,Analytics,11.732916348425126,88.03002605551265,Moderate,50 Mbps,90%,1231,59.16409309694079,190.9156959332909,3.11,8,4
2023-08-09 14:09:38,Node_5,File Server,50.88072093549464,84.74454736357458,High,150 Mbps,80%,235,47.64560674884724,268.13789147503775,2.77,6,10
2023-08-09 10:20:17,Node_5,AI Inference,49.69080333341892,85.28390338109291,Low,100 Mbps,90%,1424,53.993909145271424,232.83279091829576,2.74,20,10
2023-08-09 16:34:51,Node_5,Analytics,71.43746054163213,32.907716509618375,High,20 Mbps,90%,845,43.72644490051076,170.5327075379923,2.45,6,8
2023-08-09 12:18:51,Node_5,Web Server,54.21331017306486,38.9146736338931,High,150 Mbps,60%,1692,56.31908059077773,200.6449324795491,3.13,16,10
2023-08-09 12:39:19,Node_5,Database,34.74284520315854,31.080362704594823,Low,100 Mbps,80%,729,55.32013704339701,235.01101324483423,3.26,12,4
2023-08-09 09:39:50,Node_5,AI Inference,74.42066767147037,32.26110967663092,Moderate,150 Mbps,40%,776,57.35295039467586,242.91326780306557,3.36,6,10
2023-08-09 09:13:51,Node_5,Web Server,60.786999510849725,33.66854683765831,Moderate,100 Mbps,80%,1139,57.99287084345513,221.6165759851338,2.9,20,6
2023-08-09 14:58:29,Node_5,Web Server,69.01028047244182,45.01097497452636,Moderate,50 Mbps,40%,773,46.24053343810863,300.7862260487025,2.6,12,2
2023-08-09 17:07:34,Node_5,File Server,12.27225563119517,61.24103619067839,Low,100 Mbps,90%,1417,72.7572724962906,181.82312880005176,2.65,20,2
2023-08-09 09:12:47,Node_5,File Server,67.1263021683292,84.3876717447997,Low,150 Mbps,60%,789,43.78668026864277,336.2320019018391,2.03,6,8
2023-08-09 09:27:46,Node_5,File Server,72.32897072024886,68.71490903344663,Low,200 Mbps,40%,1750,41.56334622233749,174.87916481649535,2.47,8,6
2023-08-09 15:58:30,Node_5,Database,46.00667685973655,88.23582108849844,Moderate,50 Mbps,40%,1289,52.25385389715667,182.786060815574,2.36,8,2
2023-08-09 14:37:08,Node_5,Analytics,23.927180482474636,85.15933492680531,High,200 Mbps,70%,1178,69.85474055054704,297.0575790050963,2.53,6,6
2023-08-09 17:12:40,Node_5,Database,62.025746384886304,37.06477596266956,Low,200 Mbps,80%,278,49.115339654542296,273.2731109697225,3.32,16,8
2023-08-09 10:22:47,Node_5,File Server,59.98920263620441,35.86790846897108,High,50 Mbps,80%,494,44.81239915389842,268.7771239255358,3.0,16,8
2023-08-09 11:56:11,Node_5,Database,87.14344731709421,37.22940966820626,Moderate,200 Mbps,90%,1365,68.57410792693454,215.1927653601511,2.66,20,6
2023-08-09 11:49:41,Node_5,Web Server,12.712083743331002,64.51287354777946,High,100 Mbps,40%,1087,51.7492475798977,343.81396459321644,2.26,6,8
2023-08-09 09:31:59,Node_5,Web Server,20.007933199030905,83.93267985023073,High,20 Mbps,70%,798,52.47047828759683,335.5706913600348,2.64,6,8
2023-08-09 10:42:20,Node_5,File Server,15.277091984241649,32.97239790871844,High,150 Mbps,90%,1929,41.519724324804585,339.21423922489305,3.05,20,6
2023-08-09 11:54:42,Node_5,Database,43.85492836550714,30.4992159834914,Moderate,50 Mbps,70%,398,67.46115326675951,331.8562824986363,3.33,12,4
2023-08-09 14:10:05,Node_5,File Server,60.0868044744551,87.20575137010637,Low,50 Mbps,90%,1967,72.56615524559328,306.1415270180229,2.79,12,4
2023-08-09 13:44:40,Node_5,AI Inference,55.08098831704456,33.8573702247748,Low,50 Mbps,60%,1469,51.86671990747603,293.20385290642344,2.06,20,2
2023-08-09 15:03:47,Node_5,Analytics,25.411702719218525,32.90941984729765,Low,150 Mbps,40%,362,52.74336099287031,200.22296513272505,2.21,8,6
2023-08-09 17:37:44,Node_5,AI Inference,23.842883152951096,50.8502040038366,High,100 Mbps,60%,1610,57.8096768979774,320.2246212902485,2.21,8,8
2023-08-09 16:45:37,Node_5,Database,58.232787514103926,65.37030152924032,Low,150 Mbps,60%,1092,57.74338507757067,249.26681677459675,3.05,20,10
2023-08-09 09:15:49,Node_5,Web Server,56.750957612836686,68.1049199554833,High,20 Mbps,60%,1903,74.94808645983431,292.78856954817115,2.94,16,6
2023-08-09 13:41:09,Node_5,AI Inference,71.43462766927325,65.24286139691866,Low,100 Mbps,60%,207,49.73912557582975,321.1435187648565,2.32,16,2
2023-08-09 14:30:37,Node_5,Web Server,53.609775823606434,58.227963826692886,Low,150 Mbps,40%,1671,59.662531298402186,163.50484231813255,2.93,8,4
2023-08-09 12:47:01,Node_5,File Server,10.437429427502902,34.45080457347378,Low,20 Mbps,60%,1024,75.22551675257012,260.7458153252157,3.41,16,10
2023-08-09 10:12:39,Node_5,AI Inference,62.21651518457689,56.09586240985356,High,150 Mbps,40%,1543,50.64255782269747,180.61589875949124,2.81,16,4
2023-08-09 08:45:39,Node_5,Analytics,67.63249974388317,57.56450380164581,Moderate,150 Mbps,40%,1094,71.93921415884046,298.546378888053,2.24,20,8
2023-08-09 09:08:34,Node_5,Analytics,25.700954786101384,57.3600003879516,Moderate,20 Mbps,80%,312,67.88451090189014,297.0978032677116,3.02,6,6
2023-08-09 12:55:45,Node_5,File Server,63.998579843118925,35.572403230842546,Low,150 Mbps,40%,1211,48.61282318791635,224.6804117245487,2.16,6,4
2023-08-09 11:52:04,Node_5,Analytics,73.78078392262688,36.89248840615513,Moderate,100 Mbps,70%,1351,51.02543632888191,339.51925741746936,2.54,8,4
2023-08-09 08:36:03,Node_5,Analytics,47.56017382064545,51.3467048217794,High,100 Mbps,80%,312,73.49149588157245,218.34774384212855,2.78,20,10
2023-08-09 12:09:47,Node_5,Analytics,45.64793991970969,85.34761756014768,High,100 Mbps,70%,1581,42.18573025486848,303.319195603534,3.31,16,8
2023-08-09 17:33:29,Node_5,Web Server,51.71214909685602,48.23112178976498,Low,20 Mbps,80%,268,52.77184416293983,245.7773686673819,3.38,20,2
2023-08-09 12:06:46,Node_5,Web Server,74.63218132519683,54.15681176764327,Moderate,50 Mbps,70%,1859,61.57678624159188,168.20816873579193,2.79,8,8
2023-08-09 16:32:25,Node_5,Database,19.37452375941657,61.50838633604368,Low,200 Mbps,90%,318,56.35630324008028,191.3373661214166,3.48,6,8
2023-08-09 13:34:44,Node_5,File Server,89.6591600385795,67.13124162430142,High,200 Mbps,80%,784,76.17283951890683,299.04829947442045,2.18,8,6
2023-08-09 10:13:22,Node_5,File Server,12.792049388360669,55.12567167245011,Moderate,50 Mbps,70%,1059,72.61847402035018,180.0342875836792,2.25,8,4
2023-08-09 08:10:42,Node_5,Analytics,37.374750093039495,74.6678235831657,Low,20 Mbps,80%,1408,63.150414068597634,197.1089475423431,2.81,16,4
2023-08-09 08:14:57,Node_5,Database,24.038819813213223,33.60470111031539,Low,50 Mbps,70%,1782,75.65868408550656,214.03644089893703,2.98,8,6
2023-08-09 17:56:06,Node_5,Database,12.219387512928312,65.20036091738714,High,100 Mbps,90%,246,79.54140392276517,307.9365193478216,2.21,16,2
2023-08-09 15:05:01,Node_5,Web Server,84.77629979072697,42.18179260423046,Moderate,150 Mbps,70%,740,48.46263572100888,318.3275425893236,2.19,20,4
2023-08-09 13:42:23,Node_5,Web Server,31.356538033790528,64.71634951107718,Moderate,100 Mbps,90%,1542,68.28899206011238,340.4218244910194,2.68,16,8
2023-08-09 12:37:25,Node_5,Analytics,13.238217310112326,61.45458286786689,High,50 Mbps,80%,1002,53.89527341928854,228.8801745230862,2.82,12,6
2023-08-09 11:01:36,Node_5,Database,70.73204973158339,70.10652487804674,Low,50 Mbps,90%,707,57.10973017976988,206.58901265826788,3.06,20,6
2023-08-09 10:40:11,Node_5,File Server,60.415384710372784,66.51085237266349,Moderate,50 Mbps,40%,594,44.01744004981396,164.54506582122363,2.96,12,8
2023-08-09 08:40:45,Node_5,Web Server,70.59386414806494,76.87564122211108,High,50 Mbps,70%,1201,66.06168137259274,324.8043135633243,3.13,20,10
2023-08-09 10:44:02,Node_5,AI Inference,37.00685724900048,63.85652205147173,Low,200 Mbps,40%,1589,43.71917639254836,193.151355361772,3.06,20,8
2023-08-09 17:01:26,Node_5,Analytics,87.69762913172039,77.31207230428566,Low,150 Mbps,80%,964,70.54951851687807,181.27347747491663,2.99,16,8
2023-08-09 14:48:18,Node_5,AI Inference,80.98113136584107,61.4981777551596,Low,20 Mbps,80%,1205,58.336074964945226,233.28798502880767,2.47,20,2
2023-08-09 12:24:04,Node_5,Analytics,83.51756014314336,79.9178521018558,Low,50 Mbps,70%,820,59.415412333704936,234.62266266043144,3.41,16,2
2023-08-09 12:05:55,Node_5,Analytics,88.98661522929788,51.459347512386735,High,200 Mbps,80%,1153,55.88144326376301,257.0536177531973,2.86,8,6
2023-08-09 12:51:56,Node_5,AI Inference,21.39263490286596,77.95012423784257,Low,200 Mbps,60%,731,61.27492624672135,248.06704064226224,2.18,16,8
2023-08-09 14:48:42,Node_5,Analytics,88.37292715222695,38.90244624726087,Moderate,20 Mbps,60%,1896,59.529008270753785,293.8589087442193,3.36,6,4
2023-08-09 14:59:19,Node_5,Database,40.39802619447058,78.88556693459918,Low,200 Mbps,40%,1904,62.95063094392427,343.1883670778602,2.66,20,8
2023-08-09 17:24:17,Node_5,Analytics,30.29882529123917,43.97215817215383,High,150 Mbps,40%,329,76.96013580001907,282.0696850730496,3.19,8,8
2023-08-09 12:49:04,Node_5,AI Inference,61.83199021711826,80.48107881398278,Moderate,200 Mbps,70%,775,71.32431516442992,243.63288907673413,2.1,16,6
2023-08-09 17:19:21,Node_5,File Server,52.339397749434966,47.51278213062764,High,100 Mbps,70%,268,61.47496821637682,151.234730726075,2.77,16,6
2023-08-09 10:27:52,Node_5,Web Server,69.6617078173953,84.69370455789439,High,150 Mbps,90%,443,62.94158043366946,151.17220370828153,3.15,12,2
2023-08-09 10:51:21,Node_5,Analytics,57.91012506081732,70.08071255856069,Low,20 Mbps,80%,711,68.68304772539335,177.843985238526,2.95,12,10
2023-08-09 12:41:56,Node_5,Web Server,48.44949685840295,86.00773070493054,High,100 Mbps,80%,795,63.21298031026055,303.82863936715387,2.09,12,2
2023-08-09 10:43:09,Node_5,AI Inference,45.95165643254855,37.205294044394215,High,100 Mbps,90%,1238,59.6611053083832,322.13868298939803,2.16,20,2
2023-08-09 17:24:23,Node_5,Web Server,52.92571822266933,36.63437833535507,High,50 Mbps,90%,600,41.74106916835825,245.03906831298852,3.08,12,8
2023-08-09 13:34:21,Node_5,Analytics,51.11582285238875,52.75523194946784,Low,200 Mbps,60%,1353,62.003193409524734,313.42911733367976,2.08,16,2
2023-08-09 09:10:03,Node_5,Analytics,74.41206242440418,37.08915656937478,High,50 Mbps,60%,548,59.388066153829264,164.92226564467953,2.24,12,6
2023-08-09 10:24:21,Node_5,File Server,30.40389627791658,82.99532064394057,Moderate,100 Mbps,90%,1170,66.71411309707358,321.1339336418055,3.4,12,8
2023-08-09 17:33:48,Node_5,File Server,26.687163636437354,65.23857683622853,Moderate,100 Mbps,80%,1631,75.70246956157092,304.58401506577343,2.94,6,2
2023-08-09 16:39:05,Node_5,Web Server,28.578656939833973,30.195609940956693,Moderate,200 Mbps,90%,595,74.4634363588066,208.82802932263672,2.63,8,8
2023-08-09 16:58:16,Node_5,Database,68.61359609292057,39.01163693876575,Moderate,50 Mbps,60%,443,72.20547327213548,160.00293686093303,2.23,20,8
2023-08-09 12:09:31,Node_5,Analytics,57.90654757918289,70.8300473112382,Low,200 Mbps,60%,1759,48.1770122939149,278.2938357268571,3.44,8,10
2023-08-09 11:55:24,Node_5,Analytics,50.4065008930906,37.34834993355593,Low,200 Mbps,80%,1760,43.091669546162905,193.1156640549338,2.11,16,4
2023-08-09 17:18:35,Node_5,Analytics,44.84217789637274,69.20753672846939,High,20 Mbps,60%,1155,67.31861001600248,153.6365402202437,3.47,16,4
2023-08-09 12:37:25,Node_5,Web Server,29.158314827932276,33.53375800565126,High,20 Mbps,80%,1368,77.02272327527854,322.05399007375524,2.73,16,10
2023-08-09 08:19:39,Node_5,Analytics,68.21876986635041,70.94605344561421,High,200 Mbps,90%,274,50.065538513366754,165.15892890740116,3.45,20,2
2023-08-09 13:34:14,Node_5,File Server,74.53082177062105,40.68052286846468,Low,100 Mbps,40%,1187,62.058603525979095,311.91656067386657,3.48,20,6
2023-08-09 16:11:38,Node_5,AI Inference,58.38153885906251,87.0284254925457,Moderate,150 Mbps,90%,1419,53.908445301815405,346.2342406815066,2.06,6,8
2023-08-09 09:27:42,Node_5,Database,78.69045114774424,32.25965591242343,Low,50 Mbps,80%,538,64.6114341632886,280.55053643337953,3.47,6,4
2023-08-09 11:17:50,Node_5,Analytics,17.54749231511169,37.02959981572193,High,20 Mbps,70%,269,40.291910301217065,227.45041487362963,2.57,8,10
2023-08-09 12:02:24,Node_5,Web Server,22.30923224873913,87.20144421705041,Moderate,50 Mbps,70%,1178,75.22144271307448,251.5376684868175,3.15,16,6
2023-08-09 17:13:31,Node_5,AI Inference,35.59348569642897,70.86842262018433,High,20 Mbps,90%,753,46.92347248775437,278.27031567958966,2.23,8,8
2023-08-09 12:53:31,Node_5,File Server,32.239818542569616,39.726968747580585,High,100 Mbps,80%,797,62.36991243126704,299.92988443354284,3.37,20,10
2023-08-09 17:52:59,Node_5,Database,72.8166046665612,63.25427257287073,Low,20 Mbps,80%,426,40.307511969429015,309.26608294596593,3.05,20,2
2023-08-09 08:22:12,Node_5,Database,39.01387958005405,52.81619053321663,Moderate,50 Mbps,90%,1868,49.00003782747754,160.16481989483063,2.5,12,10
